EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,Corner3FGA,FG3M,PtsUnassisted3s,Fg2aBlocked,LostBallSteals,BadPassOutOfBoundsTurnovers,Offensive Fouls,3SecondViolations,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,StepOutOfBoundsTurnovers,PenaltyTurnovers,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3Assists,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,Corner3PctAssisted,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,OffThreePtReboundPct,OffCorner3ReboundPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,OffArc3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,ShortMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGA,SecondChanceArc3Frequency,DefensiveGoaltends,Blocked3s,BlockedArc3,LongMidRangePctBlocked,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,BlockedCorner3,BlockedLongMidRange,Fg3aBlocked,FoulsDrawn,Offensive Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
133-1909-2397-468-682,1610612745,"David Wesley, Scott Padgett, Yao Ming, Jon Barry, Bob Sura","Wesley, Padgett, Ming, Barry, Sura",133-1909-2397-468-682,HOU,1932.0,11,32.0,-17.0,63.0,67.0,130.0,5.0,10.0,10.0,21.0,39.0,12.0,12.0,63.0,14.0,10.0,4.0,19.0,27.0,16.0,2.0,6.0,46.0,0.5384615384615384,0.5,0.5431034482758621,0.23529411764705882,0.5,0.68,0.3333333333333333,96.89440993788818,13.126984126984127,16.492537313432837,12.682539682539682,15.492537313432836,0.19607843137254902,0.5,0.5555555555555556,0.19607843137254902,0.5490196078431373,0.4991176470588235,0.10909090909090909,0.13953488372093023,8.315384615384616,24.974999999999998,20.0,27.0,8.0,11.0,16.0,5.0,5.0,2.0,3.0,5.0,13.0,2.0,80.0,6.0,6.0,2.0,17.0,4.0,9.0,4.0,4.0,15.0,28.0,8.0,14.0,17.0,6.0,4.0,4.0,37.0,4.0,13.0,2.0,8.0,1.0,5.0,2.0,6.0,3.0,6.0,3.0,2.0,12.0,,9.0,26.0,2.0,3.0,15.0,20.0,7.0,0.6666666666666666,0.8235294117647058,1.0,0.4444444444444444,1.0714285714285714,0.4230769230769231,1.0625,0.5,0.5,0.6666666666666666,0.7647058823529411,0.2222222222222222,0.2222222222222222,0.4,0.125,0.3333333333333333,1.0,1.0,0.038461538461538464,0.3137254901960784,0.6875,0.6875,0.5454545454545454,0.8,0.2549019607843137,0.38461538461538464,0.38461538461538464,0.8,0.7142857142857143,1.0,0.23076923076923078,0.6666666666666666,0.15384615384615385,0.5418999999999999,0.47822692307692305,0.2698412698412698,0.23809523809523808,0.31746031746031744,,2.0,3.0,,1.0,3.0,2.0,,,0.25,0.25,0.02564102564102564,,0.2,0.7142857142857143,0.0392156862745098,,,,5.0,,2.0,1.0,2.0,3.0,1.0,1.0,9.0,,3.0,3.0,3.0,1.0,0.25,0.3,0.3,1.0,0.5,0.3,,1.0,,,,2.0,1.0,0.2222222222222222,,2.0,0.15384615384615385,,,,1.0,1.0,1.0,0.2857142857142857,,,,,,,,0.1,2.0,0.4,1.0,0.14285714285714285,,,,,,0.2,1.0,1.0,1.0,1.0,,,,,,,,,,1610612745,2005,2004-05,True
133-1909-2558-436-468,1610612745,"David Wesley, Scott Padgett, Reece Gaines, Juwan Howard, Jon Barry","Wesley, Padgett, Gaines, Howard, Barry",133-1909-2558-436-468,HOU,18.0,1,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-1909-2857-468-87,1610612745,"David Wesley, Scott Padgett, Andre Barrett, Jon Barry, Dikembe Mutombo","Wesley, Padgett, Barrett, Barry, Mutombo",133-1909-2857-468-87,HOU,36.0,1,1.0,4.0,2.0,1.0,3.0,,,,2.0,2.0,,,4.0,,,,,,,,,4.0,1.0,1.0,1.0,,,,,120.0,6.5,23.0,6.5,19.0,,,,,0.5,0.59145,,,11.45,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,4.0,,2.0,2.0,1.0,,1.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-1909-393-468-87,1610612745,"David Wesley, Scott Padgett, Rod Strickland, Jon Barry, Dikembe Mutombo","Wesley, Padgett, Strickland, Barry, Mutombo",133-1909-393-468-87,HOU,734.0,6,12.0,-9.0,23.0,22.0,45.0,,7.0,2.0,4.0,18.0,3.0,5.0,16.0,4.0,2.0,1.0,9.0,13.0,5.0,1.0,3.0,16.0,0.2222222222222222,0.2619047619047619,0.34782608695652173,0.14285714285714285,1.0,0.75,1.0,88.28337874659401,13.608695652173912,19.136363636363637,12.434782608695652,18.045454545454547,0.3333333333333333,,,0.09523809523809523,0.38095238095238093,0.49795476190476196,0.13043478260869565,0.15,10.100000000000001,24.133333333333336,1.0,1.0,3.0,2.0,5.0,,1.0,,,2.0,6.0,,25.0,,4.0,,,,,,,,4.0,,2.0,3.0,,,2.0,7.0,3.0,8.0,,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,,3.0,,2.0,6.0,1.0,,,1.0,,0.5,0.5,,,,,,,0.6666666666666666,,0.7272727272727273,0.21428571428571427,0.25,,0.25,0.6666666666666666,0.8,,0.21428571428571427,0.23809523809523808,0.4,0.5,,,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.25,,,,,0.4094,,,,0.043478260869565216,1.0,1.0,1.0,,2.0,1.0,,1.0,,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2,0.2857142857142857,0.6666666666666666,0.047619047619047616,1.0,1.0,,,,1.0,,1.0,,,,3.0,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.5,,,,,,,,,,0.5,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-1909-436-468-682,1610612745,"David Wesley, Scott Padgett, Juwan Howard, Jon Barry, Bob Sura","Wesley, Padgett, Howard, Barry, Sura",133-1909-436-468-682,HOU,7.0,1,,2.0,1.0,,1.0,,,,,1.0,,2.0,2.0,,,,,1.0,2.0,,1.0,,,,0.5,,,,,205.71428571428572,7.0,,7.0,,,,,,1.0,0.6536,0.5,0.5,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,2.0,2.0,,1.0,,2.0,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,0.5,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,0.6536,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-1909-468-682-87,1610612745,"David Wesley, Scott Padgett, Jon Barry, Bob Sura, Dikembe Mutombo","Wesley, Padgett, Barry, Sura, Mutombo",133-1909-468-682-87,HOU,633.0,4,11.0,-9.0,21.0,21.0,42.0,1.0,2.0,4.0,4.0,10.0,5.0,4.0,15.0,4.0,3.0,3.0,5.0,7.0,6.0,,2.0,15.0,0.4,0.36666666666666664,0.4166666666666667,0.3333333333333333,0.75,0.5555555555555556,0.6666666666666666,95.54502369668246,12.19047619047619,17.952380952380953,12.047619047619047,17.38095238095238,0.13333333333333333,0.5,0.5,0.26666666666666666,0.6666666666666666,0.49612500000000004,0.11764705882352941,0.16666666666666666,7.659999999999999,28.76,11.0,15.0,1.0,3.0,5.0,,,1.0,2.0,,3.0,2.0,24.0,,1.0,,,2.0,5.0,2.0,3.0,7.0,4.0,,2.0,3.0,2.0,,,7.0,1.0,2.0,,2.0,,3.0,1.0,2.0,2.0,3.0,,1.0,5.0,,2.0,3.0,1.0,1.0,7.0,11.0,1.0,0.5,0.5,,0.4,,0.2857142857142857,,0.3888888888888889,0.4,,0.4,0.16666666666666666,0.25,0.5,,,0.5,1.0,,0.3333333333333333,0.6,0.75,0.6666666666666666,,0.2,,,,,,0.2857142857142857,0.5,0.2857142857142857,0.3857,0.44415,,0.4666666666666667,0.5238095238095238,1.0,1.0,1.0,,1.0,2.0,2.0,,,0.2,0.25,0.1,0.2,,0.5,0.06666666666666667,1.0,1.0,,2.0,,1.0,,1.0,,,,3.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-221-2229-2397-468,1610612745,"David Wesley, Clar. Weatherspoon, Mike James, Yao Ming, Jon Barry","Wesley, Weatherspoon, James, Ming, Barry",133-221-2229-2397-468,HOU,128.0,2,2.0,-1.0,4.0,4.0,8.0,,,,1.0,2.0,,1.0,3.0,2.0,,,3.0,3.0,3.0,1.0,2.0,3.0,0.5,0.5,0.5,,,1.0,,90.0,13.0,19.0,13.0,19.0,,,,,0.5,0.46835,0.6666666666666666,0.6666666666666666,7.45,,3.0,,,,1.0,,,,1.0,1.0,1.0,,4.0,,,,,1.0,2.0,,1.0,3.0,,,,,,,,,,3.0,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,3.0,3.0,,,,,0.5,,0.5,,0.75,1.0,,1.0,,,,,,1.0,,,0.5,,,,,0.5,1.0,1.0,,,,0.5,,,,0.46835,,1.0,0.75,,,,,1.0,,,,,,,0.5,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-221-2229-2397-682,1610612745,"David Wesley, Clar. Weatherspoon, Mike James, Yao Ming, Bob Sura","Wesley, Weatherspoon, James, Ming, Sura",133-221-2229-2397-682,HOU,337.0,2,6.0,-3.0,12.0,12.0,24.0,,3.0,,,7.0,,5.0,5.0,,,,6.0,8.0,8.0,,3.0,5.0,,,0.22727272727272727,,,0.75,,102.55192878338279,13.5,14.583333333333334,12.833333333333334,13.833333333333334,0.42857142857142855,,,,0.2857142857142857,0.4563285714285715,0.3,0.3,8.957142857142857,,6.0,5.0,2.0,,2.0,,1.0,,1.0,,2.0,,8.0,,2.0,,,,3.0,,5.0,5.0,,,,,,,,,2.0,6.0,,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,,4.0,,1.0,3.0,,1.0,5.0,6.0,,,,,,,,,0.4166666666666667,0.5,,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.5,,1.0,1.0,,,0.2857142857142857,,,,,0.2857142857142857,,,,0.5,,0.3333333333333333,,,0.5083,0.4613333333333333,,1.0,0.5,,,,,1.0,1.0,,1.0,,,,0.14285714285714285,0.5,0.3333333333333333,0.75,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-221-2229-468-87,1610612745,"David Wesley, Clar. Weatherspoon, Mike James, Jon Barry, Dikembe Mutombo","Wesley, Weatherspoon, James, Barry, Mutombo",133-221-2229-468-87,HOU,134.0,1,2.0,-5.0,3.0,4.0,7.0,,,,,3.0,,,,,,,1.0,2.0,2.0,,1.0,,,,,,,0.5,,75.22388059701493,27.0,13.25,25.666666666666668,12.25,,,,,0.3333333333333333,0.45543333333333336,0.25,0.25,12.733333333333334,,,,1.0,,1.0,,1.0,,,,2.0,,5.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,0.3333333333333333,0.3333333333333333,,0.5,,1.0,,,0.3333333333333333,,,,,0.6666666666666666,,,,1.0,,,,,0.5732,,,,,,,,,2.0,,,,,,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-221-2397-393-468,1610612745,"David Wesley, Clar. Weatherspoon, Yao Ming, Rod Strickland, Jon Barry","Wesley, Weatherspoon, Ming, Strickland, Barry",133-221-2397-393-468,HOU,275.0,2,5.0,3.0,9.0,7.0,16.0,2.0,2.0,,3.0,5.0,1.0,4.0,10.0,6.0,,,3.0,4.0,4.0,,2.0,10.0,0.6,0.5,0.625,0.16666666666666666,,0.6,,83.78181818181818,16.22222222222222,18.428571428571427,16.11111111111111,17.285714285714285,0.3333333333333333,1.0,1.0,,0.16666666666666666,0.411225,0.25,0.2857142857142857,12.940000000000001,23.0,3.0,,1.0,,,,,,,1.0,3.0,,7.0,,,,,1.0,2.0,1.0,,2.0,,,,,,,,,,3.0,,1.0,,,,2.0,2.0,,,,2.0,1.0,,1.0,,,2.0,3.0,,,,,0.5,,0.3333333333333333,,0.3333333333333333,1.0,,0.6,,0.3333333333333333,,,,,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,0.43038333333333334,,0.2,0.3333333333333333,,1.0,,,,,,,,,,,,,0.75,0.16666666666666666,,,,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,0.5,,1.0,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-221-2397-468-682,1610612745,"David Wesley, Clar. Weatherspoon, Yao Ming, Jon Barry, Bob Sura","Wesley, Weatherspoon, Ming, Barry, Sura",133-221-2397-468-682,HOU,312.0,3,5.0,-5.0,8.0,10.0,18.0,1.0,1.0,,4.0,7.0,,3.0,11.0,2.0,,,,,5.0,1.0,3.0,11.0,0.5714285714285714,0.5714285714285714,0.6111111111111112,,,,,83.07692307692308,20.75,14.6,20.75,13.9,0.14285714285714285,1.0,1.0,,0.2857142857142857,0.4527,0.3333333333333333,0.3333333333333333,12.414285714285715,,2.0,8.0,,2.0,2.0,,,,,1.0,4.0,,16.0,,,,,2.0,2.0,,,4.0,6.0,,3.0,3.0,1.0,1.0,1.0,6.0,,,,,,1.0,1.0,,,,,,,,3.0,3.0,,,4.0,2.0,,0.75,0.75,,1.0,,1.0,,1.0,,,,,,,,,,,,0.2857142857142857,1.0,1.0,0.5,1.0,0.5714285714285714,0.25,0.25,1.0,,,,,,,0.3962,,0.36363636363636365,0.25,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-221-393-436-468,1610612745,"David Wesley, Clar. Weatherspoon, Rod Strickland, Juwan Howard, Jon Barry","Wesley, Weatherspoon, Strickland, Howard, Barry",133-221-393-436-468,HOU,36.0,1,1.0,,1.0,2.0,3.0,,,,1.0,1.0,,,2.0,,,,,,,,,2.0,1.0,1.0,1.0,,,,,120.0,19.0,8.5,19.0,3.0,,,,,,0.3464,,,19.9,,1.0,2.0,,,,,,,,1.0,1.0,,2.0,,,,,1.0,1.0,,,2.0,2.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,0.3464,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-221-468-682-87,1610612745,"David Wesley, Clar. Weatherspoon, Jon Barry, Bob Sura, Dikembe Mutombo","Wesley, Weatherspoon, Barry, Sura, Mutombo",133-221-468-682-87,HOU,32.0,1,1.0,2.0,1.0,2.0,3.0,,,,1.0,1.0,,,2.0,,,1.0,2.0,2.0,,,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,135.0,6.0,13.0,6.0,13.0,,,,,1.0,0.6358,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,2.0,2.0,,1.0,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,0.6358,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-2229-2397-436-468,1610612745,"David Wesley, Mike James, Yao Ming, Juwan Howard, Jon Barry","Wesley, James, Ming, Howard, Barry",133-2229-2397-436-468,HOU,189.0,2,3.0,-3.0,7.0,7.0,14.0,,3.0,,2.0,8.0,,,4.0,2.0,,,,3.0,,,,4.0,0.25,0.25,0.25,,,,,106.66666666666667,13.714285714285714,13.285714285714286,12.142857142857142,13.285714285714286,0.375,,,,0.125,0.4451875,,,11.475,,,,2.0,1.0,1.0,,,,,1.0,4.0,,7.0,,2.0,,,,,,,,2.0,,1.0,1.0,1.0,,,2.0,3.0,,,3.0,1.0,3.0,3.0,,,2.0,,,2.0,1.0,1.0,2.0,,,,,,0.5,0.5,,,,,,,,,,0.5,0.5,,0.6666666666666666,,,,0.2,0.125,1.0,1.0,1.0,,0.5,0.25,0.25,,,,,,,0.42765,,,,,,,,,1.0,,,1.0,,,,0.125,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-2229-2397-468-682,1610612745,"David Wesley, Mike James, Yao Ming, Jon Barry, Bob Sura","Wesley, James, Ming, Barry, Sura",133-2229-2397-468-682,HOU,118.0,1,2.0,4.0,3.0,3.0,6.0,1.0,1.0,,3.0,4.0,,,6.0,4.0,,,1.0,2.0,,,,4.0,0.75,0.75,0.75,,,0.5,,73.22033898305085,17.666666666666668,21.666666666666668,14.0,17.333333333333332,0.25,1.0,1.0,,0.25,0.452525,,,10.9,,,3.0,1.0,1.0,1.0,,,,,1.0,2.0,,2.0,1.0,1.0,,2.0,,,,,,2.0,,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,0.25,1.0,1.0,1.0,,0.5,0.5,0.5,,,,,,,0.3853,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-2229-436-468-87,1610612745,"David Wesley, Mike James, Juwan Howard, Jon Barry, Dikembe Mutombo","Wesley, James, Howard, Barry, Mutombo",133-2229-436-468-87,HOU,585.0,3,10.0,-7.0,21.0,18.0,39.0,,4.0,3.0,6.0,15.0,4.0,2.0,17.0,,3.0,1.0,5.0,8.0,5.0,,2.0,12.0,0.4,0.39473684210526316,0.40476190476190477,0.21052631578947367,0.5,0.7142857142857143,0.5,96.0,14.047619047619047,16.11111111111111,13.523809523809524,15.777777777777779,0.21052631578947367,,,0.15789473684210525,0.3684210526315789,0.44341842105263163,0.09523809523809523,0.11764705882352941,10.92,26.95,4.0,5.0,2.0,3.0,3.0,,,,,3.0,8.0,2.0,24.0,,1.0,2.0,5.0,1.0,1.0,2.0,,2.0,12.0,,6.0,7.0,3.0,,3.0,15.0,3.0,4.0,,3.0,,2.0,2.0,1.0,1.0,1.0,,,2.0,,,3.0,1.0,,2.0,4.0,1.0,1.0,1.0,,1.0,0.75,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.5,,0.8,0.3333333333333333,0.2727272727272727,,0.2,1.0,1.0,,,0.15789473684210525,1.0,1.0,1.0,,0.42105263157894735,0.375,0.375,1.0,,,,,0.6666666666666666,0.52115,0.3097666666666667,0.29411764705882354,0.11764705882352941,0.19047619047619047,1.0,1.0,1.0,,2.0,,,1.0,,0.25,0.25,0.13333333333333333,,0.5,,0.05263157894736842,1.0,1.0,,,1.0,,,,,,,3.0,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,0.5,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-2229-468-682-87,1610612745,"David Wesley, Mike James, Jon Barry, Bob Sura, Dikembe Mutombo","Wesley, James, Barry, Sura, Mutombo",133-2229-468-682-87,HOU,135.0,1,2.0,,4.0,4.0,8.0,,,,2.0,3.0,,,4.0,2.0,,,1.0,1.0,2.0,,,4.0,0.6666666666666666,0.6666666666666666,0.5,,,1.0,,85.33333333333333,15.5,18.25,15.5,15.0,,,,,0.3333333333333333,0.47206666666666663,,,11.933333333333332,,4.0,3.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,,4.0,,,,,2.0,3.0,,,4.0,2.0,,1.0,1.0,1.0,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,2.0,1.0,1.0,4.0,4.0,1.0,0.5,0.5,,0.6666666666666666,,0.6666666666666666,,0.5,,,1.0,,,,,1.0,,,,0.3333333333333333,1.0,1.0,1.0,,0.6666666666666666,0.5,0.5,,,,0.3333333333333333,1.0,,,0.47206666666666663,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
133-2397-2558-468-682,1610612745,"David Wesley, Yao Ming, Reece Gaines, Jon Barry, Bob Sura","Wesley, Ming, Gaines, Barry, Sura",133-2397-2558-468-682,HOU,2.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2005,2004-05,True
