EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,Arc3FGM,FG3M,PenaltyFG2M,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,BlockedShortMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefAtRimReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,NonHeaveArc3Accuracy,PenaltyPointsPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyAtRimFGM,LostBallSteals,NonShootingFoulsDrawn,LongMidRangePctBlocked,OffShortMidRangeReboundPct,PenaltyAtRimAccuracy,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Arc3Assists,Clear Path Fouls,Offensive Fouls,Technical Free Throw Trips,Assisted3sPct,PenaltyFg3Pct,DefCorner3ReboundPct,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,team_id,year,season,team_vs
133-136-1884-469-922,1610612766,"David Wesley, P.J. Brown, Baron Davis, Jamal Mashburn, Elden Campbell","Wesley, Brown, Davis, Mashburn, Campbell",133-136-1884-469-922,CHH,565.0,1,9.0,8.0,18.0,19.0,,11.0,2.0,37,6.0,9.0,1.0,2.0,,2.0,4.0,6.0,,10.0,17.0,,3.0,23.0,15.0,1.0,2.0,2.0,,14.0,6.0,,,3.0,7.0,7.0,4.0,,3.0,14.0,2.0,9.0,9.0,2.0,11.0,1.0,6.0,1.0,3.0,,1.0,,,,21.0,,0.7,0.7,0.5882352941176471,0.5,0.5882352941176471,0.5,0.6111111111111112,0.5,,0.17647058823529413,0.3333333333333333,0.5625,0.2857142857142857,0.5294117647058824,0.2857142857142857,0.3333333333333333,0.5,0.6666666666666666,94.30088495575222,11.444444444444445,18.894736842105264,11.055555555555555,17.68421052631579,0.5294117647058824,0.6666666666666666,1.0,0.6666666666666666,0.11764705882352941,,,,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.75,,1.0,0.5,0.5294117647058824,0.5435,0.6431,,0.05555555555555555,0.05555555555555555,0.08695652173913043,7.647058823529412,,,,,,,,,,,,,2.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,0.5,,,,,0.5,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-136-1924-2048-278,1610612766,"David Wesley, P.J. Brown, Lee Nailon, Jamaal Magloire, Stacey Augmon","Wesley, Brown, Nailon, Magloire, Augmon",133-136-1924-2048-278,CHH,262.0,3,4.0,2.0,6.0,7.0,,2.0,3.0,13,2.0,6.0,1.0,3.0,,,1.0,2.0,1.0,3.0,8.0,1.0,1.0,7.0,5.0,1.0,3.0,3.0,,2.0,4.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,3.0,2.0,2.0,4.0,6.0,1.0,3.0,1.0,2.0,,1.0,1.0,1.0,1.0,4.0,,0.3333333333333333,0.3333333333333333,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.35,0.375,0.1111111111111111,0.125,0.16666666666666666,0.2857142857142857,0.6,0.2857142857142857,0.6666666666666666,0.75,,0.5,71.45038167938932,18.0,22.0,17.0,15.571428571428571,0.6666666666666666,0.3333333333333333,0.4,,,,,,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,1.0,0.3333333333333333,0.7777777777777778,0.5339444444444444,0.56995,,0.1,0.1111111111111111,0.42857142857142855,4.9,26.3,,,,,,,,,,1.0,,1.0,,,,,,0.3333333333333333,1.0,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,0.2,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-136-1924-248-922,1610612766,"David Wesley, P.J. Brown, Lee Nailon, George Lynch, Elden Campbell","Wesley, Brown, Nailon, Lynch, Campbell",133-136-1924-248-922,CHH,56.0,1,1.0,2.0,1.0,2.0,1.0,,1.0,3,1.0,2.0,1.0,1.0,,,,,,1.0,2.0,,,2.0,,1.0,1.0,2.0,2.0,,2.0,2.0,,,,,,,,,1.0,2.0,2.0,1.0,3.0,,,,2.0,,,,,,,1.0,,,0.5,1.0,0.5,1.0,0.3333333333333333,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,77.14285714285714,27.0,14.5,26.0,14.5,1.0,0.5,0.5,,,,,,,,,,,1.0,1.0,1.0,0.57615,0.5707,0.57615,,,1.0,,,1.0,2.0,,,1.0,2.0,,,,,2.0,,,,0.5,0.5,0.3333333333333333,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-136-1924-278-922,1610612766,"David Wesley, P.J. Brown, Lee Nailon, Stacey Augmon, Elden Campbell","Wesley, Brown, Nailon, Augmon, Campbell",133-136-1924-278-922,CHH,213.0,2,4.0,2.0,6.0,4.0,1.0,,1.0,10,2.0,2.0,,,,1.0,,2.0,1.0,2.0,5.0,1.0,,4.0,2.0,,,,1.0,4.0,,,1.0,,2.0,2.0,2.0,,,4.0,1.0,3.0,3.0,1.0,4.0,,2.0,,,,,2.0,2.0,2.0,4.0,1.0,1.0,1.0,0.4,,0.3333333333333333,,0.3333333333333333,,0.16666666666666666,,,0.5,0.3333333333333333,0.5,0.25,,1.0,0.6666666666666666,67.60563380281691,17.333333333333332,27.25,16.166666666666668,25.0,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,,,,0.3333333333333333,,,,0.16666666666666666,,,0.5,0.467875,0.59565,0.463425,,,,10.26,24.7,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,0.5,,,0.25,,,,0.5,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-136-2048-248-278,1610612766,"David Wesley, P.J. Brown, Jamaal Magloire, George Lynch, Stacey Augmon","Wesley, Brown, Magloire, Lynch, Augmon",133-136-2048-248-278,CHH,175.0,2,3.0,4.0,6.0,5.0,6.0,5.0,,11,1.0,1.0,,,,2.0,,,2.0,1.0,3.0,2.0,2.0,7.0,3.0,,,,3.0,2.0,,,2.0,1.0,1.0,2.0,1.0,,,5.0,,2.0,4.0,,4.0,1.0,3.0,1.0,2.0,,,1.0,,1.0,7.0,6.0,1.0,1.0,0.3333333333333333,,0.5,,0.5833333333333334,,0.4,0.3333333333333333,,1.0,,0.6666666666666666,,,1.0,,90.51428571428572,17.333333333333332,14.2,17.333333333333332,13.6,0.2,1.0,1.0,1.0,0.4,,,,,,,,0.4,,,0.6,0.36151,,0.36151,,,,6.6000000000000005,29.65,1.0,1.0,1.0,1.0,1.0,7.0,,1.0,1.0,1.0,7.0,2.0,0.5,0.5,0.3333333333333333,0.5,0.5833333333333334,,1.0,0.5,0.5,0.2,0.5,1.0,,,,2.0,,,2.0,2.0,,,,2.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,0.4,1.0,,1.0,,,1.0,,,,,0.5,,,1.0,1.0,3.0,1.0,1.0,,,,1.0,0.5,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-136-248-278-922,1610612766,"David Wesley, P.J. Brown, George Lynch, Stacey Augmon, Elden Campbell","Wesley, Brown, Lynch, Augmon, Campbell",133-136-248-278-922,CHH,80.0,2,1.0,5.0,3.0,4.0,1.0,1.0,,7,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,7.0,2.0,,,,,,2.0,,1.0,,,1.0,,,,3.0,,1.0,1.0,,1.0,,,,3.0,1.0,1.0,1.0,,1.0,7.0,1.0,,,1.0,,1.25,,1.1666666666666667,,0.5,,,1.0,,1.0,,,,1.0,126.0,7.333333333333333,14.5,7.333333333333333,12.5,0.5,1.0,1.0,,,,,,,,,,0.5,,,1.0,0.45875,,,0.5,1.0,,3.7,25.2,0.3333333333333333,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,0.5,,1.0,1.0,1.0,,1.0,0.14285714285714285,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1610612766,2002,2001-02,True
133-1714-1724-1924-2048,1610612766,"David Wesley, Robert Traylor, Bryce Drew, Lee Nailon, Jamaal Magloire","Wesley, Traylor, Drew, Nailon, Magloire",133-1714-1724-1924-2048,CHH,52.0,1,1.0,,2.0,2.0,2.0,2.0,,4,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,2.0,2.0,,,,1.0,2.0,,,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,,0.5,,0.5,,0.5,,,,,,,,,,110.76923076923076,6.0,20.0,6.0,20.0,0.5,1.0,1.0,1.0,,,,,,,,,0.5,,,1.0,0.6878,,0.6878,,,,,25.6,1.0,1.0,,,1.0,2.0,,,,,2.0,,,,1.0,0.5,0.5,,,,,0.5,,1.0,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-1714-1884-1924-2048,1610612766,"David Wesley, Robert Traylor, Baron Davis, Lee Nailon, Jamaal Magloire","Wesley, Traylor, Davis, Nailon, Magloire",133-1714-1884-1924-2048,CHH,151.0,3,3.0,4.0,8.0,6.0,8.0,1.0,,14,,,,,,,1.0,4.0,,1.0,4.0,1.0,5.0,10.0,6.0,,,,4.0,2.0,,,,,1.0,2.0,,,1.0,5.0,,1.0,2.0,,2.0,,,,5.0,,,1.0,1.0,1.0,10.0,8.0,1.0,1.0,0.25,,0.5,,0.7142857142857143,,0.2,,,1.0,,1.0,,,,,133.50993377483445,9.125,13.0,9.125,13.0,,,,,,,,,0.8,0.25,0.25,1.0,,,,0.2,0.41237,,0.41237,0.2,,,18.525,24.1,1.0,,,1.0,1.0,10.0,,,,1.0,10.0,,1.0,1.0,0.25,0.5,0.7142857142857143,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,5.0,,,1.0,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,0.2,,0.2,,,,2.0,,,,,,,,,,,,1.0,3.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1610612766,2002,2001-02,True
133-1714-1884-1924-922,1610612766,"David Wesley, Robert Traylor, Baron Davis, Lee Nailon, Elden Campbell","Wesley, Traylor, Davis, Nailon, Campbell",133-1714-1884-1924-922,CHH,83.0,1,1.0,-1.0,2.0,3.0,,,,5,1.0,1.0,,,,,,1.0,,1.0,2.0,,,2.0,3.0,,,,,,2.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,2.0,,,,0.5,,0.5,,0.5,,,,,1.0,,1.0,,,,1.0,86.74698795180723,16.5,16.666666666666668,16.5,16.666666666666668,0.5,1.0,1.0,,,,,,0.5,,,,,,,0.5,0.5457,,,,,,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-1714-1884-2048-248,1610612766,"David Wesley, Robert Traylor, Baron Davis, Jamaal Magloire, George Lynch","Wesley, Traylor, Davis, Magloire, Lynch",133-1714-1884-2048-248,CHH,137.0,2,2.0,-1.0,5.0,6.0,5.0,6.0,,11,,,,,,,1.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,6.0,,,,3.0,,2.0,,1.0,,,,,,,,,,2.0,,2.0,,1.0,,3.0,,,,,,5.0,5.0,,,0.3333333333333333,,0.25,,0.4,,0.25,,,,,1.0,,,,,115.62043795620438,13.0,12.0,13.0,12.0,,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,,0.25,,,0.25,0.319525,,0.319525,,,,17.833333333333332,34.7,1.0,,,,1.0,5.0,,,,,5.0,1.0,,,0.3333333333333333,0.25,0.4,,,,,,,1.0,,,,1.0,,,1.0,3.0,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,0.25,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-1714-1884-2048-278,1610612766,"David Wesley, Robert Traylor, Baron Davis, Jamaal Magloire, Stacey Augmon","Wesley, Traylor, Davis, Magloire, Augmon",133-1714-1884-2048-278,CHH,77.0,1,1.0,1.0,3.0,3.0,3.0,,1.0,6,,,,,,,,2.0,,,2.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,1.0,2.0,2.0,1.0,3.0,,,,2.0,,,,,,1.0,3.0,,,,,,,0.16666666666666666,,,,,1.0,0.5,1.0,0.5,,,1.0,112.2077922077922,11.0,14.666666666666666,8.666666666666666,14.666666666666666,,,,,,,,,1.0,,,,,,,,0.41355,,0.41355,,,,17.65,,1.0,,,,,1.0,,,,,1.0,,,,,,0.16666666666666666,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,0.5,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-1714-1884-248-922,1610612766,"David Wesley, Robert Traylor, Baron Davis, George Lynch, Elden Campbell","Wesley, Traylor, Davis, Lynch, Campbell",133-1714-1884-248-922,CHH,389.0,1,6.0,1.0,13.0,13.0,,,1.0,26,3.0,6.0,,1.0,,,,,4.0,3.0,6.0,5.0,5.0,11.0,10.0,,1.0,3.0,,2.0,4.0,,4.0,2.0,1.0,1.0,1.0,,,2.0,1.0,6.0,7.0,2.0,9.0,,2.0,,5.0,,2.0,1.0,,1.0,8.0,,0.3333333333333333,0.3333333333333333,0.5,,0.2727272727272727,,0.38461538461538464,0.5,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333,0.5833333333333334,0.25,0.3333333333333333,1.0,0.6666666666666666,96.24678663239075,11.384615384615385,18.53846153846154,10.846153846153847,17.23076923076923,0.5454545454545454,0.5,0.75,0.3333333333333333,,,,,,,,,0.36363636363636365,1.0,,1.0,0.5970954545454545,,,0.15384615384615385,0.25,0.2727272727272727,,24.6,,,,,,,,,,,,,,,,,,0.4,,,,,,,1.0,,,,,3.0,,,1.0,,1.0,,,1.0,1.0,2.0,,1.0,2.0,,,1.0,,,0.5,0.2,,0.25,1.0,,0.09090909090909091,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1610612766,2002,2001-02,True
133-1714-1924-2048-278,1610612766,"David Wesley, Robert Traylor, Lee Nailon, Jamaal Magloire, Stacey Augmon","Wesley, Traylor, Nailon, Magloire, Augmon",133-1714-1924-2048-278,CHH,372.0,3,6.0,4.0,11.0,11.0,6.0,7.0,,22,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,5.0,16.0,12.0,,,,1.0,,8.0,,1.0,,,,,,,,,4.0,5.0,,5.0,2.0,4.0,1.0,7.0,1.0,3.0,,,,16.0,6.0,,,0.8,,0.7857142857142857,,0.8,,0.2857142857142857,,,0.5,,0.5555555555555556,,,1.0,0.75,85.16129032258064,17.454545454545453,16.363636363636363,17.454545454545453,15.727272727272727,0.2857142857142857,1.0,1.0,,0.14285714285714285,1.0,1.0,,0.2857142857142857,0.5,0.5,,0.14285714285714285,,,0.5714285714285714,0.45327142857142855,,0.46046666666666664,0.3333333333333333,0.42857142857142855,,7.9,25.4,0.5454545454545454,1.0,1.0,1.0,1.0,8.0,3.0,1.0,,,8.0,1.0,0.5,0.5,1.0,0.8333333333333334,0.8,,,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,,1.0,1.0,,,2.0,3.0,,,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,0.14285714285714285,,0.3333333333333333,0.3333333333333333,1.0,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,0.5,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-1714-1924-278-922,1610612766,"David Wesley, Robert Traylor, Lee Nailon, Stacey Augmon, Elden Campbell","Wesley, Traylor, Nailon, Augmon, Campbell",133-1714-1924-278-922,CHH,57.0,1,1.0,-1.0,2.0,3.0,,,,5,,1.0,,,,,,1.0,,,2.0,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,3.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,1.0,,,,1.0,126.31578947368422,19.0,6.333333333333333,19.0,6.333333333333333,0.5,,,,,,,,0.5,,,,,,,0.5,0.56125,,,,,,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-1714-2048-248-278,1610612766,"David Wesley, Robert Traylor, Jamaal Magloire, George Lynch, Stacey Augmon","Wesley, Traylor, Magloire, Lynch, Augmon",133-1714-2048-248-278,CHH,56.0,1,1.0,4.0,3.0,2.0,3.0,2.0,,5,,,,,,,,,1.0,,,1.0,2.0,5.0,1.0,,,,,,,,1.0,,,1.0,,,,3.0,,1.0,2.0,,2.0,1.0,1.0,,2.0,,,,,,5.0,3.0,,,,,1.5,,1.25,,1.0,,,1.0,,1.0,,,,1.0,128.57142857142856,11.333333333333334,11.0,11.333333333333334,11.0,,,,,,,,,,,,,1.0,,,1.0,0.5418,,0.5418,,,,,25.9,1.0,,1.0,1.0,,5.0,,1.0,,,5.0,,1.0,1.0,,1.5,1.25,,,1.0,1.0,,1.0,1.0,,,,1.0,,,1.0,2.0,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-1884-1924-2048-248,1610612766,"David Wesley, Baron Davis, Lee Nailon, Jamaal Magloire, George Lynch","Wesley, Davis, Nailon, Magloire, Lynch",133-1884-1924-2048-248,CHH,571.0,3,10.0,-9.0,18.0,19.0,10.0,10.0,6.0,37,,4.0,,2.0,,5.0,1.0,3.0,4.0,1.0,12.0,4.0,9.0,14.0,23.0,,4.0,4.0,6.0,2.0,,,4.0,3.0,1.0,2.0,,,1.0,5.0,5.0,3.0,5.0,6.0,11.0,4.0,8.0,1.0,10.0,,1.0,1.0,1.0,1.0,10.0,10.0,1.0,1.0,0.08333333333333333,,0.15625,,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,1.0,0.5,0.8,0.46153846153846156,0.25,1.0,1.0,93.30998248686514,17.055555555555557,13.894736842105264,15.11111111111111,12.947368421052632,0.25,,,,0.3125,,,,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,,0.5,0.463940625,0.49405,0.4699944444444444,0.058823529411764705,0.07692307692307693,0.2857142857142857,8.275,25.075,0.5555555555555556,2.0,1.0,1.0,1.0,9.0,,1.0,,1.0,9.0,2.0,0.25,0.25,0.16666666666666666,0.1111111111111111,0.34615384615384615,1.0,1.0,0.25,0.25,0.2222222222222222,0.25,0.6428571428571429,,,,3.0,,4.0,3.0,7.0,1.0,,1.0,1.0,1.0,1.0,,3.0,,2.0,3.0,,2.0,1.0,1.0,,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.09090909090909091,,,,0.3333333333333333,,1.0,4.0,,0.75,,,1.0,,,0.4,,,,,3.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-1884-1924-2048-278,1610612766,"David Wesley, Baron Davis, Lee Nailon, Jamaal Magloire, Stacey Augmon","Wesley, Davis, Nailon, Magloire, Augmon",133-1884-1924-2048-278,CHH,426.0,2,7.0,6.0,14.0,15.0,11.0,9.0,1.0,29,5.0,6.0,1.0,1.0,,1.0,,2.0,3.0,5.0,9.0,4.0,2.0,18.0,12.0,1.0,1.0,3.0,7.0,2.0,8.0,2.0,3.0,,1.0,3.0,1.0,,,8.0,1.0,5.0,6.0,1.0,7.0,1.0,6.0,,2.0,2.0,2.0,,,,15.0,11.0,0.2,0.25,0.5555555555555556,1.0,0.6153846153846154,1.0,0.6923076923076923,1.5,0.3076923076923077,,,1.0,0.25,1.0,0.16666666666666666,1.0,1.0,1.0,98.02816901408451,12.642857142857142,16.6,12.642857142857142,16.6,0.46153846153846156,0.8333333333333334,0.8333333333333334,0.2,0.07692307692307693,,,,0.15384615384615385,,,,0.23076923076923078,1.0,1.0,0.7692307692307693,0.5169846153846154,0.5579,0.5186272727272727,0.15384615384615385,0.2222222222222222,0.16666666666666666,4.355555555555556,24.475,0.7857142857142857,5.0,1.0,2.0,4.0,16.0,,1.0,,,16.0,2.0,0.5,0.5,0.5714285714285714,0.6363636363636364,0.7272727272727273,1.0,,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.3333333333333333,0.8888888888888888,1.0,,1.0,3.0,,1.0,4.0,2.0,,,,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,0.5,1.0,,,,,,,,0.07692307692307693,,0.09090909090909091,0.2727272727272727,4.0,,,,,0.8,,,,,,,,1.0,2.0,6.0,2.0,1.0,,,,1.0,0.5,,1.0,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,1610612766,2002,2001-02,True
133-1884-1924-2048-922,1610612766,"David Wesley, Baron Davis, Lee Nailon, Jamaal Magloire, Elden Campbell","Wesley, Davis, Nailon, Magloire, Campbell",133-1884-1924-2048-922,CHH,71.0,1,1.0,-3.0,3.0,2.0,,,,5,,,,,,1.0,,,,,1.0,,2.0,2.0,5.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,0.5,,,1.0,,,,,,,,,101.40845070422534,13.0,16.0,13.0,15.0,,,,,1.0,,,,,,,,,,,,0.3634,,,0.5,0.5,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
133-1884-1924-248-278,1610612766,"David Wesley, Baron Davis, Lee Nailon, George Lynch, Stacey Augmon","Wesley, Davis, Nailon, Lynch, Augmon",133-1884-1924-248-278,CHH,37.0,1,1.0,-1.0,1.0,2.0,1.0,2.0,,3,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,,,,1.0,1.0,,,,,,,0.5,,,,,,,,,,,,116.75675675675676,21.0,8.0,21.0,8.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,0.5,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,True
